time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1491980299709,p1,10.869,-0.5411,-1.1802,4.8661,2.0624,7.8506,4.8097,-2.2848,6.9321,-1.5522,9.1715,2.1875,0.21894,-9.3321,0.7822
1491980299749,p1,10.078,-0.59512,-0.90303,5.215,1.5612,7.2235,4.4172,-2.9365,8.5022,-1.3947,9.2601,2.6707,0.14452,-9.2283,1.1249
1491980299789,p1,9.9727,-0.13992,0.33754,4.9693,1.767,7.7697,4.9302,-0.41213,7.5566,-1.1393,9.006,2.7062,0.076468,-9.5564,1.0332
1491980299829,p1,9.5058,-0.74702,1.1954,4.619,-0.264,8.1301,5.2438,-0.35915,8.2156,-0.99057,9.0226,2.469,0.18102,-9.6759,0.90016
1491980299869,p1,9.4786,-0.036565,1.4237,2.1731,0.057051,7.4944,2.9492,-0.84315,8.3555,-0.54327,9.0556,2.1629,0.59311,-9.4828,0.66858
1491980299909,p1,8.8782,0.21141,3.6141,-1.1872,1.7597,7.4476,-2.2978,-1.5811,8.1372,-0.64935,9.1917,1.8155,0.57839,-9.3935,0.78811
1491980299949,p1,8.6342,0.13826,5.7379,0.27341,-0.16447,7.2339,0.75975,0.87835,6.5321,-0.11133,9.0299,1.5413,0.80321,-9.3499,0.82191
1491980299989,p1,9.7963,-0.077594,5.514,1.6848,0.11963,6.6169,2.8996,0.88072,6.0021,0.70884,9.1696,1.2125,1.3203,-9.2179,0.85341
1491980300029,p1,8.8631,0.29945,3.8607,0.69886,1.8383,9.146,1.447,0.007402,8.1272,-0.24973,9.668,1.2678,0.95286,-9.5605,1.033
1491980300069,p1,8.4467,0.26013,3.4097,1.0721,1.122,10.827,3.2691,2.0849,10.094,0.12864,8.8063,1.4489,0.74455,-9.0988,1.7479
1491980300109,p1,7.7119,-0.91042,3.0608,1.5297,2.19,11.559,2.5277,0.2816,11.655,0.51862,8.6861,1.8545,1.0822,-8.6441,1.5606
1491980300149,p1,8.658,0.395,2.599,2.0403,0.79369,13.465,2.4328,0.082516,11.896,0.099133,8.8947,1.8083,1.3143,-8.6972,1.4748
1491980300189,p1,10.354,-0.68029,5.0593,2.7752,1.8632,11.9,3.5458,-2.0829,11.291,-1.0578,11.798,2.2696,0.72273,-12.508,0.52815
1491980300229,p1,10.23,0.21575,5.385,2.498,1.0523,11.161,3.1056,-1.2775,11.573,-0.34913,7.5943,2.0783,0.40211,-7.737,1.5665
1491980300269,p1,8.442,-0.32094,4.2414,0.5661,0.94203,8.9953,1.8925,-2.1133,9.9801,-0.062614,8.347,1.6931,0.47481,-8.586,0.71383
1491980300309,p1,6.8196,0.62201,5.1081,0.00498,0.63542,9.2383,1.0252,-1.7504,9.1538,-0.91672,8.9798,2.0054,0.010356,-8.9746,1.3922
1491980300349,p1,7.0539,0.56928,6.7209,1.2289,0.85755,6.9382,1.597,-1.679,7.1931,-0.89883,8.1722,1.4589,-0.15428,-8.6136,0.89736
1491980300389,p1,7.0846,0.87197,6.9171,-0.63897,0.81177,7.4199,0.29509,-1.7837,8.2094,-0.82258,7.9171,1.5583,-0.10919,-8.2535,0.39109
1491980300429,p1,7.6049,0.67453,7.0839,0.71824,0.8945,7.815,1.3511,-1.1098,8.5291,-0.95826,7.9782,1.1653,-0.55908,-8.2345,-0.15434
1491980300469,p1,6.7983,0.34721,7.195,-0.77257,1.9793,9.1133,-0.55902,-2.0211,10.149,-1.3004,7.8701,1.5637,-0.59013,-8.576,-0.72355
1491980300509,p1,6.499,-0.049559,6.9813,0.3483,1.1793,11.036,1.0808,-0.90872,10.715,-1.6205,8.6976,0.67105,-0.82466,-10.04,-0.55964
1491980300549,p1,6.3795,0.55396,8.2078,-2.543,1.2584,12.754,-0.64771,-1.8327,10.89,-0.41147,11.131,-0.79288,0.017745,-12.481,-0.049938
1491980300589,p1,5.6516,0.60786,7.2999,-1.2491,0.88592,13.528,0.33688,-0.40459,10.614,-0.12004,19.275,1.44,1.0466,-14.941,-0.83107
1491980300629,p1,4.7024,0.93447,9.048,-2.8479,1.914,11.589,-1.8386,-0.62161,10.497,0.64114,16.296,0.88829,0.91257,-16.334,2.6442
1491980300669,p1,5.3898,1.8264,6.8955,-2.4364,1.8278,10.361,-1.2054,-0.5841,10.789,-2.537,15.87,8.1027,-2.258,-16.01,8.0899
1491980300709,p1,5.6265,1.4246,6.8873,-3.777,0.29798,6.9706,-2.29,-0.67872,8.5715,-4.7767,8.4577,4.8395,-3.8706,-12.173,6.8403
1491980300749,p1,5.5904,1.5885,6.709,-5.149,-2.1113,4.9244,-3.9365,1.8454,8.3706,-4.4012,6.9249,2.2677,-4.0585,-9.4783,1.1444
1491980300789,p1,6.4703,0.87911,8.2255,-6.5536,-3.0151,4.3527,-5.1298,2.0235,7.303,-2.1442,8.6229,0.1054,-1.9357,-5.8756,-2.3213
1491980300829,p1,6.9559,-0.31891,8.5944,-5.8913,-4.0379,5.2634,-4.4751,1.7412,5.9536,-2.3336,9.3922,0.68598,-1.7402,-5.9998,-1.2276
1491980300869,p1,6.54,-0.055819,8.4736,-5.053,-4.0379,6.2212,-3.8843,1.0436,6.0187,-3.4042,9.0445,2.1054,-2.4949,-10.696,1.2721
1491980300909,p1,6.5261,0.10768,8.3701,-4.27,-2.2729,8.6496,-3.3019,1.3279,8.1643,-3.216,9.117,2.9044,-3.2717,-10.19,2.8217
1491980300949,p1,6.3783,0.43435,8.483,-3.4302,-0.3695,10.061,-3.6621,0.23373,9.8893,-2.3479,8.6569,2.5472,-2.1044,-10.657,2.3097
1491980300989,p1,6.9797,0.82051,7.0279,-3.4399,-0.10619,10.254,-3.2252,0.41796,11.409,-1.9554,7.596,1.941,-1.2001,-7.5394,2.5276
1491980301029,p1,7.3199,0.35018,7.2587,-4.8183,3.2095,12.443,-5.461,-0.63112,12.307,-2.457,9.0062,1.4042,-1.5605,-7.6094,1.6847
1491980301069,p1,7.3194,0.15083,7.0933,-4.1293,2.3121,11.51,-4.58,-2.6747,12.082,-2.543,10.068,2.1066,-1.9091,-10.148,1.9259
1491980301109,p1,7.8635,-0.015154,6.7531,-2.6254,1.7444,12.046,-2.6445,-3.0238,11.8,-2.3996,9.6645,1.8698,-1.8865,-10.119,2.031
1491980301149,p1,7.3483,-0.056696,7.0623,-2.1699,2.3172,11.899,-2.4979,-2.5363,10.405,-2.0117,9.5481,1.3825,-1.4449,-10.007,1.4261
1491980301189,p1,7.3536,0.45184,5.8421,-1.9171,2.2901,9.5403,-1.7045,-2.9707,9.5249,-2.1289,9.3504,1.9056,-1.2949,-9.8281,1.332
1491980301229,p1,7.3555,0.76383,5.6204,-1.0903,1.5619,10.179,-0.60966,-3.4036,9.5148,-2.3156,9.4832,2.2618,-1.4664,-9.4093,1.4423
1491980301269,p1,7.8926,0.59121,5.1011,-1.5894,1.0785,9.8964,-1.2898,-1.6904,9.2937,-2.1587,9.3501,1.95,-1.5781,-9.2683,1.8442
1491980301309,p1,8.3532,0.22485,5.0202,-1.8032,3.3226,8.1192,-0.35752,-2.5107,9.1852,-1.8288,9.3046,2.3769,-1.1742,-9.3131,1.2906
1491980301349,p1,8.3182,0.44947,4.4917,-1.4915,2.3955,8.3137,-0.8034,-2.3573,8.858,-2.0129,9.6692,1.1048,-0.99677,-10.463,0.84978
1491980301389,p1,8.7907,0.3035,2.9873,-1.5474,2.7508,8.0283,0.63198,-2.6225,9.1533,-1.9239,10.027,1.6614,-1.1165,-10.297,0.70626
1491980301429,p1,8.8957,0.3772,2.8692,-0.43087,3.644,8.7828,1.099,-2.6607,10.11,-1.1787,10.234,1.3535,-0.48655,-9.9421,0.82992
1491980301469,p1,8.8985,0.69055,2.3043,-1.2911,2.6923,9.0745,0.74166,-3.963,8.9998,-0.98185,11.142,1.3115,-0.098495,-10.811,0.83413
1491980301509,p1,9.4891,0.51969,1.2334,-0.075364,4.3625,10.067,1.9694,-4.2818,9.9432,-0.37574,11.054,1.5788,0.12599,-10.848,0.64359
1491980301549,p1,9.5799,0.61692,0.81694,1.2169,2.3809,11.183,2.7153,-4.7476,7.7989,-1.9822,11.998,0.24003,0.86766,-10.694,0.46977
1491980301589,p1,10.54,0.26879,0.73243,-0.63933,3.8699,8.209,2.7287,-3.1714,8.8132,0.11929,10.25,0.64429,0.33596,-10.707,0.64005
1491980301629,p1,10.232,-0.041742,1.2055,2.1064,3.3323,8.9962,3.4927,-4.761,7.6593,0.28743,9.6044,0.84345,0.9507,-10.193,0.24841
1491980301669,p1,10.762,0.48529,1.7277,1.4446,3.5295,6.4049,3.0513,-2.8249,7.0811,0.44745,9.2279,1.3648,1.319,-9.6359,0.56243
1491980301709,p1,9.5471,0.56808,1.9876,2.2621,5.1675,7.5475,3.5206,-4.0573,7.7991,0.24717,9.1057,1.6985,1.5365,-9.3824,0.40243
1491980301749,p1,9.8897,0.91541,-0.35749,2.9602,4.1107,9.4473,3.6969,-3.3914,8.3036,0.20001,9.4961,1.5621,1.4914,-9.5321,0.55068
1491980301789,p1,9.9186,0.796,-0.19392,2.2664,3.9382,9.0437,4.2156,-3.1583,8.2194,0.56774,9.6133,2.5747,1.5358,-9.1767,-0.7475
1491980301829,p1,9.6413,0.20741,-0.64747,3.5925,5.2156,8.5717,4.8495,-3.4726,8.3421,1.0463,9.2726,2.0145,1.6779,-9.6654,-0.029238
1491980301869,p1,10.328,-0.46622,-2.1536,4.7685,4.866,8.6477,5.0203,-3.4438,8.085,0.45261,8.1859,1.2535,1.6718,-9.3399,0.88295
1491980301909,p1,10.689,0.80977,-1.4861,5.5589,5.1723,9.4341,6.3729,-2.6462,8.9253,-0.60618,9.4028,1.576,0.87868,-8.8884,1.0127
1491980301949,p1,9.6994,1.8197,-0.099408,5.5661,3.9455,10.42,5.8237,-1.0618,9.6938,-1.8922,11.159,1.7658,-0.87023,-11.317,1.5518
1491980301989,p1,9.8249,0.48107,0.9522,5.7309,3.7204,9.8611,5.761,-1.562,9.8727,-0.83215,9.9551,2.006,-0.089377,-10.494,2.0454
1491980302029,p1,9.9307,0.60017,0.59568,5.5013,4.1198,9.0061,6.0582,-1.1397,9.1706,-0.083297,7.8163,1.2431,0.16073,-8.4534,1.4724
1491980302069,p1,9.2176,0.1758,-1.1582,5.0746,4.5341,9.0782,6.1673,-1.0268,9.5126,-0.55589,7.9072,0.57325,0.15378,-7.7487,0.757
1491980302109,p1,8.8165,0.12961,-1.7733,4.0399,2.9721,8.744,5.4841,-1.6758,9.181,-1.2047,9.4318,1.2488,0.038481,-9.0901,0.004379
1491980302149,p1,9.62,-0.026052,-1.5071,3.7513,4.392,7.9273,5.4801,-1.7811,8.3809,-1.8272,9.9318,1.2508,-0.41255,-10.134,0.18818
1491980302189,p1,10.186,0.1155,-0.98711,4.6072,3.2197,8.1654,5.5347,-2.2958,8.2586,-1.5442,8.9106,1.8278,-0.84708,-10.027,-0.10276
1491980302229,p1,10.037,-0.31703,-1.8266,6.013,3.5451,8.0345,6.3748,-2.0623,8.3553,-1.4645,8.1812,2.3629,-0.6421,-8.9708,0.96438
1491980302269,p1,9.4148,-0.75422,-4.2662,6.4276,4.2344,6.8883,6.4272,-2.4011,7.6188,-1.8795,8.8557,2.0762,-0.33486,-8.9276,1.022
1491980302309,p1,9.4168,-0.79506,-5.1766,7.4638,4.0695,6.3836,6.5143,-0.96974,5.5072,-2.1317,9.7863,1.68,-0.35116,-9.6743,0.94499
1491980302349,p1,9.9763,-1.8549,-4.3139,7.4927,0.77773,7.7248,7.161,-1.3858,8.0229,-1.5488,9.892,2.0667,-0.49455,-10.271,0.87372
1491980302389,p1,10.285,-1.0285,-4.1122,6.3548,0.25338,7.3995,6.5043,1.237,6.9356,-0.87251,9.0777,1.9612,-0.42656,-9.9577,0.93548
1491980302429,p1,10.441,-0.89852,-3.5805,5.0268,1.0776,6.9576,7.0395,-2.5637,7.2323,-1.083,9.213,1.6867,0.084124,-9.2284,1.0357
1491980302469,p1,9.6227,-0.16139,-2.8732,4.7078,-0.05471,8.4597,6.4009,-1.6936,8.4813,-1.1153,9.6557,1.6105,0.091418,-9.3931,1.125
1491980302509,p1,9.7867,-0.066948,-2.737,4.268,0.65918,7.2646,6.0762,-2.6338,8.3167,-0.93457,9.3936,1.6745,0.098497,-9.6772,1.1991
1491980302549,p1,9.8155,0.034124,-2.1319,4.6054,2.0416,8.1405,5.3745,-0.25204,8.9859,-0.78313,9.1008,1.9029,0.42109,-9.41,1.2501
1491980302589,p1,9.6917,-0.47977,-1.1887,4.3527,2.7344,9.7266,3.9858,-0.069202,8.4653,-0.60394,9.1313,1.9365,0.24148,-9.3196,1.2623
1491980302629,p1,9.6303,-0.78363,-1.027,2.458,3.3188,8.7699,3.8486,0.13935,8.9559,-0.4561,9.3576,1.7741,0.15895,-9.4841,1.4173
1491980302669,p1,9.5553,-0.46015,-0.25707,2.1821,2.8642,10.501,3.1426,0.017646,8.4462,-0.51596,9.3576,1.7279,0.32396,-9.2451,1.219
1491980302709,p1,9.4271,-0.32919,0.60074,0.073248,1.752,9.9486,2.5797,-0.2233,8.9552,-0.4253,9.0737,1.535,0.60123,-9.0363,0.95533
1491980302749,p1,8.7984,1.3086,1.6958,-0.3871,-1.0857,11.661,1.4013,-1.0153,12.276,-0.46707,8.6074,1.8047,0.60167,-8.7523,0.91128
1491980302789,p1,9.2363,0.99598,4.92,1.1454,-0.36184,7.9018,1.6347,1.0445,8.7428,-0.30039,8.0987,1.6736,0.84919,-8.454,0.72203
1491980302829,p1,9.4919,-0.48982,7.3368,1.7856,-0.10143,7.1948,1.6603,1.3784,6.7326,0.41319,8.6575,1.4172,1.4916,-9.1345,0.066164
1491980302869,p1,9.9967,0.16676,3.2716,1.6994,0.88464,5.8598,1.8845,-0.52758,4.9086,0.44715,13.05,0.13764,0.017163,-13.111,0.47877
1491980302909,p1,9.6579,-0.99329,-0.52087,1.6705,1.1111,6.1498,2.2495,-1.7686,7.8818,0.2391,8.0383,2.2697,2.0636,-7.9519,0.77378
1491980302949,p1,8.356,-0.69723,2.1718,1.3177,-1.4582,8.0023,2.2993,-0.69035,10.128,1.8648,8.3616,1.8219,1.6424,-8.8833,0.67451
1491980302989,p1,8.0541,-0.21562,4.6196,1.6357,-0.45904,9.8995,2.2547,-1.6276,12.769,0.67301,10.488,1.608,1.1321,-9.5914,0.88809
1491980303029,p1,8.4612,0.6271,4.2403,2.4545,0.56528,11.596,3.1698,-0.66942,12.092,0.005844,9.3838,1.3257,0.73471,-9.9791,1.2165
1491980303069,p1,9.8772,0.45404,3.9216,1.9015,2.9243,10.135,2.7587,-1.6257,10.474,-0.38356,9.4806,1.1152,0.59304,-9.3569,0.7825
1491980303109,p1,8.6805,0.69194,6.1223,1.0798,2.5369,10.046,2.5368,0.56586,9.0387,-0.5678,9.0742,1.2845,-0.005943,-9.122,0.63854
1491980303149,p1,8.525,0.15067,4.7002,0.094407,3.0749,8.1516,2.2693,-0.10144,7.0219,-0.90141,8.8306,1.8258,-0.36445,-8.9139,1.41
1491980303189,p1,6.259,-0.045398,4.5549,0.19217,2.8642,8.5935,2.1613,1.9612,6.6494,-1.5191,8.4229,1.8964,-0.74683,-9.1362,1.4253
1491980303229,p1,6.6235,0.81103,6.4059,-1.3288,3.5443,6.9153,1.5093,1.8205,5.7716,-2.3162,7.9106,1.6783,-0.84418,-9.0081,1.2149
1491980303269,p1,5.1878,1.5427,9.742,-1.9046,3.3813,8.5101,1.126,1.6283,6.9915,-2.7939,10.03,0.10582,-1.1148,-9.1909,0.47021
1491980303309,p1,5.777,2.9111,9.0541,-2.532,3.1336,8.1212,2.0426,-0.30277,7.5109,-1.3255,11.675,-0.7368,-1.2961,-9.7257,-0.1693
1491980303349,p1,5.5891,3.6721,8.0654,-3.2697,2.5217,9.2998,0.51538,-1.6491,9.5844,-0.18406,13.226,-1.1057,-1.2689,-11.805,0.58009
1491980303389,p1,5.3712,2.3132,9.3306,-3.4598,3.036,9.2475,1.9906,-1.7932,8.6998,0.30875,11.849,2.1995,0.054028,-14.041,1.5601
1491980303429,p1,5.0425,1.4984,8.1366,-4.7372,2.3105,9.4016,-0.45302,-1.1566,9.8154,-1.5208,10.477,5.8181,-0.56385,-13.376,4.5771
1491980303469,p1,7.8169,1.5197,5.7548,0.1118,6.4039,7.3887,3.313,-8.5025,3.5796,-3.5463,9.0844,-0.90533,-2.7727,-9.105,2.6327
1491980303509,p1,7.7871,1.5198,5.7695,0.084741,6.4476,7.3839,3.3472,-8.595,3.5988,-3.5463,9.0844,-0.91283,-2.7802,-9.0899,2.6102
1491980303549,p1,7.832,1.5271,5.7251,0.10203,6.4257,7.4082,3.3081,-8.5074,3.6016,-3.4939,9.0546,-0.91175,-2.7578,-9.1198,2.5881
1491980303589,p1,7.8021,1.5198,5.7472,0.10922,6.4331,7.3742,3.3569,-8.5294,3.5636,-3.5238,9.0546,-0.91985,-2.7802,-9.0899,2.6028
1491980303629,p1,7.802,1.4903,5.7246,0.13872,6.4064,7.3889,3.3544,-8.5367,3.6028,-3.5537,9.0694,-0.92047,-2.7802,-9.1049,2.6177
1491980303669,p1,7.802,1.5197,5.777,0.11413,6.4403,7.384,3.3325,-8.5318,3.5926,-3.5462,9.0619,-0.8978,-2.8027,-9.1048,2.6173
1491980303709,p1,7.802,1.5344,5.7995,0.09468,6.4353,7.413,3.3374,-8.5221,3.5974,-3.5237,9.0395,-0.91233,-2.7653,-9.1198,2.6029
1491980303749,p1,7.7796,1.5051,5.7693,0.089716,6.4185,7.3838,3.2983,-8.4781,3.5789,-3.5386,9.0544,-0.89764,-2.7727,-9.0899,2.588
1491980303789,p1,7.7796,1.5272,5.7844,0.079919,6.4137,7.3788,3.3179,-8.5511,3.6025,-3.5087,9.0396,-0.91953,-2.7353,-9.105,2.6035
1491980303829,p1,7.8092,1.4899,5.7993,0.094667,6.4402,7.4131,3.3057,-8.5365,3.6069,-3.4938,9.0396,-0.91173,-2.7652,-9.1049,2.6179
1491980303869,p1,7.7721,1.5051,5.7692,0.10938,6.4015,7.3935,3.3228,-8.522,3.5727,-3.5163,9.0546,-0.9197,-2.7578,-9.0899,2.5882
1491980303909,p1,7.7722,1.52,5.747,0.1289,6.4233,7.3937,3.3155,-8.5171,3.5725,-3.5387,9.062,-0.91266,-2.7802,-9.0899,2.6028
1491980303949,p1,7.7945,1.5197,5.777,0.10928,6.4379,7.3937,3.3374,-8.5172,3.5802,-3.5386,9.0469,-0.90514,-2.7802,-9.0899,2.6102
1491980303989,p1,7.832,1.5272,5.6952,0.11905,6.4379,7.3889,3.3472,-8.5294,3.5683,-3.5686,9.0694,-0.91327,-2.7653,-9.1198,2.6029
1491980304029,p1,7.8021,1.5271,5.7622,0.11426,6.4015,7.3887,3.3374,-8.5221,3.5974,-3.5237,9.0545,-0.89734,-2.7653,-9.0899,2.5806
1491980304069,p1,7.8019,1.4901,5.7694,0.089656,6.4476,7.3888,3.3325,-8.5317,3.5828,-3.5238,9.062,-0.91236,-2.7803,-9.1123,2.6027
1491980304109,p1,7.8091,1.5044,5.8889,0.10436,6.4427,7.3888,3.3301,-8.5147,3.58,-3.5461,9.0395,-0.92028,-2.7952,-9.0898,2.61
1491980304149,p1,7.817,1.5271,5.7473,0.11437,6.3941,7.413,3.2984,-8.517,3.582,-3.5462,9.0694,-0.89781,-2.7653,-9.1124,2.603
1491980304189,p1,7.7797,1.5495,5.7845,0.079781,6.4574,7.3742,3.3325,-8.5561,3.6077,-3.5462,9.0544,-0.9128,-2.7503,-9.105,2.6032
1491980304229,p1,7.8317,1.5046,5.7846,0.099589,6.4232,7.4082,3.3032,-8.5122,3.5869,-3.5088,9.0621,-0.90455,-2.7803,-9.1048,2.5878
1491980304269,p1,7.8021,1.5198,5.7397,0.10923,6.4428,7.384,3.3374,-8.5002,3.5628,-3.5611,9.0544,-0.92811,-2.7802,-9.1049,2.6177
1491980304309,p1,7.7872,1.5053,5.7097,0.13374,6.4186,7.3743,3.3374,-8.5172,3.5729,-3.5687,9.0694,-0.92077,-2.7952,-9.1123,2.6174
1491980304349,p1,7.8022,1.5641,5.7848,0.08953,6.4622,7.367,3.3471,-8.5172,3.5828,-3.5386,9.0469,-0.89763,-2.7952,-9.0899,2.6175
1491980304389,p1,7.817,1.5491,5.7997,0.094706,6.4329,7.4179,3.3472,-8.5391,3.5734,-3.5386,9.0543,-0.88263,-2.7503,-9.1124,2.6032
1491980304429,p1,7.787,1.505,5.7768,0.10933,6.4136,7.3887,3.3081,-8.5074,3.5918,-3.5088,9.0546,-0.90454,-2.7803,-9.1198,2.6027
1491980304469,p1,7.7796,1.5051,5.7693,0.10194,6.4089,7.3741,3.3374,-8.5512,3.5906,-3.5237,9.0395,-0.91233,-2.7652,-9.0974,2.603
1491980304509,p1,7.8318,1.5047,5.7548,0.11918,6.4426,7.4229,3.3325,-8.5026,3.5676,-3.5237,9.0545,-0.90484,-2.7652,-9.0975,2.618
1491980304549,p1,7.832,1.5124,5.6877,0.11923,6.3893,7.3984,3.3326,-8.5414,3.5561,-3.5237,9.0545,-0.89734,-2.7652,-9.0751,2.618
1491980304589,p1,7.8321,1.5273,5.6728,0.12894,6.4281,7.4059,3.3447,-8.4954,3.5726,-3.5462,9.0694,-0.91282,-2.7802,-9.1048,2.6102
1491980304629,p1,7.832,1.5198,5.6877,0.12389,6.4428,7.3768,3.3471,-8.5123,3.5631,-3.5536,9.0543,-0.89794,-2.7952,-9.1048,2.6174
1491980304669,p1,7.8919,1.5491,5.6436,0.12398,6.4282,7.3889,3.3642,-8.5319,3.5686,-3.5461,9.0543,-0.88278,-2.7727,-9.1049,2.6178
1491980304709,p1,7.8469,1.5197,5.6878,0.11901,6.4283,7.3694,3.352,-8.5294,3.5709,-3.5387,9.0618,-0.88264,-2.7802,-9.1123,2.6177
1491980304749,p1,7.8618,1.49,5.6579,0.13126,6.4283,7.3743,3.3716,-8.5562,3.5692,-3.5236,9.0393,-0.86731,-2.7952,-9.1197,2.6099
1491980304789,p1,7.8695,1.5052,5.5685,0.13123,6.4331,7.3695,3.3666,-8.5076,3.5438,-3.5462,9.0693,-0.8828,-2.7803,-9.1123,2.6027
