time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1491980049589,p1,7.1236,0.20475,2.7171,-0.67615,4.5922,6.6272,6.0476,-4.8824,5.2421,-8.8144,-0.34398,-0.92294,-9.5213,4.0365,-2.2532
1491980049629,p1,6.8523,-0.32733,2.9503,3.8158,2.4754,6.1178,6.3229,-5.0496,5.5964,-10.071,0.3381,-0.25128,-7.2488,5.2169,-1.0913
1491980049669,p1,7.7614,-0.37877,2.8748,4.3976,6.2778,4.8679,6.4573,-5.0371,5.0701,-9.6724,-2.1005,-1.2833,-7.7557,5.9693,0.14208
1491980049709,p1,9.0511,-0.38823,2.6532,9.4446,6.5803,7.787,6.3316,-5.4267,4.7254,-12.226,1.273,0.087003,-4.8314,-1.8854,1.7986
1491980049749,p1,10.486,-0.28765,4.2686,4.2106,5.8254,6.155,6.2758,-5.7135,5.0327,-9.595,4.7219,-0.91413,-10.817,-6.3626,0.027246
1491980049789,p1,10.577,-0.21884,3.5462,4.4811,6.3873,6.2588,6.0258,-6.4266,5.3665,-11.426,0.50234,-1.3664,-12.283,-4.0502,-1.4254
1491980049829,p1,10.904,0.018871,4.5796,4.5741,5.93,6.561,5.8795,-6.5894,5.7973,-10.723,3.1593,-1.3102,-8.9726,-5.6134,1.1808
1491980049869,p1,10.94,1.0137,3.9299,4.3323,5.9729,6.7177,5.625,-6.0251,5.945,-11.767,5.2172,0.51952,-7.1466,4.8059,-3.3314
1491980049909,p1,9.874,1.468,1.7465,4.3881,6.2247,6.7799,6.0113,-5.5055,6.1667,-10.432,7.6315,5.4348,-16.783,-16.563,-1.2961
1491980049949,p1,9.4113,1.3972,1.8619,4.4531,6.3131,6.5596,6.2224,-4.875,5.9658,-11.114,-1.4671,0.097319,-9.8424,8.2004,-0.70876
1491980049989,p1,9.0231,1.2446,1.9028,5.1389,6.3661,6.1267,5.9289,-4.0718,5.6638,-14.968,-4.4963,-3.6226,-10.243,7.5102,-3.5855
1491980050029,p1,9.453,1.0904,2.5465,5.0353,6.0488,5.0749,6.3001,-4.5323,5.5724,-14.153,2.6742,-3.329,-9.9008,-3.1302,-2.8242
1491980050069,p1,10.44,0.45897,2.8782,4.5734,6.5876,4.9627,6.2374,-5.2713,6.2443,-13.978,-5.0268,-3.1445,-11.171,-2.0389,-1.3713
1491980050109,p1,9.5221,-0.021789,2.689,4.7978,6.6669,6.0847,6.281,-4.9017,5.801,-10.466,-5.0978,-2.5563,-8.9948,0.86704,-2.2529
1491980050149,p1,7.5839,-0.007572,3.025,5.3038,5.4758,5.7446,6.6331,-3.8947,5.1556,-7.9216,-5.9371,-2.0392,-9.1312,-0.17878,-2.0339
1491980050189,p1,6.7807,0.33971,2.9988,5.1933,5.2178,5.4706,6.5187,-4.0084,5.2585,-7.3632,-3.1105,0.35449,-9.4577,1.1643,-1.2067
1491980050229,p1,7.1933,0.97328,3.0359,5.0126,5.6843,5.265,6.6511,-4.3656,5.0858,-5.0151,-4.1395,-0.58744,-9.7734,0.39579,-1.0125
1491980050269,p1,7.965,1.7532,2.7932,4.8074,6.0462,5.6081,6.4068,-4.2585,5.5643,-6.151,-2.5975,2.5838,-10.392,-2.1646,-0.62647
1491980050309,p1,8.2627,1.8679,3.1543,4.5552,6.1625,5.6411,6.4702,-4.31,5.6542,-9.0422,2.5144,3.9154,-9.1314,-8.5099,-3.3411
1491980050349,p1,9.371,2.0617,4.3426,4.0823,6.9,6.0254,6.1205,-5.049,5.8035,-11.8,7.6694,-1.3667,-10.613,-3.0131,-3.3438
1491980050389,p1,12.018,2.6612,4.7097,3.2735,8.0106,6.4872,6.0016,-5.5859,6.3049,-9.3655,6.5687,2.3742,-11.605,-2.7825,0.39705
1491980050429,p1,13.431,1.9691,4.5369,2.7185,7.5044,6.8849,5.5505,-5.4503,6.4179,-6.9034,-4.2246,-3.5659,-11.308,-3.6987,-0.70584
1491980050469,p1,11.253,0.82142,3.2298,3.3401,7.1437,7.2613,5.8247,-6.3993,6.82,-12.378,11.669,2.8783,-12.135,-6.388,0.51282
1491980050509,p1,9.4895,-0.51146,2.9542,4.1644,6.8156,6.9246,5.2621,-5.4363,7.4694,-11.627,-3.6833,2.3999,-9.5248,-5.2281,2.8008
1491980050549,p1,7.983,-0.98672,2.5667,4.6971,6.4735,6.4744,6.3878,-4.5888,5.6627,-9.6419,-5.3745,-1.9393,-10.131,2.5329,-2.9248
1491980050589,p1,8.488,-1.3317,2.613,4.1809,5.2974,5.0929,5.7679,-5.786,3.6891,-7.8554,2.2052,-3.532,-16.888,1.3073,-2.2506
1491980050629,p1,10.058,0.1644,3.2165,4.8014,6.4583,5.6099,6.6434,-5.6697,5.2991,-13.113,-2.5615,1.7087,-13.564,-1.1242,0.84645
1491980050669,p1,9.4952,0.71096,2.8875,4.5336,6.2537,5.826,6.6132,-5.2379,5.5552,-8.5517,2.3245,-4.0413,-12.328,4.6121,-0.77535
1491980050709,p1,8.0322,0.56429,3.6066,4.7443,5.5865,5.4306,6.099,-5.3794,5.9947,-8.5001,0.50894,-1.9678,-10.704,4.4513,-1.8239
1491980050749,p1,6.5126,0.59949,3.4088,4.5789,5.5515,5.6433,6.4487,-4.5112,5.5498,-9.8948,-0.50117,-0.21682,-8.65,5.2708,-1.8244
1491980050789,p1,6.7648,0.43382,3.5812,4.659,5.5976,6.1397,6.2223,-4.4802,5.2182,-10.017,-1.8923,-1.1855,-6.2318,4.2562,-1.129
1491980050829,p1,7.9864,0.01148,2.9765,4.6219,5.5225,6.6105,6.3824,-4.1853,5.4453,-10.215,-1.3362,-1.6777,-6.7995,4.9296,-0.71099
1491980050869,p1,8.0898,-0.44676,2.5118,4.7479,5.9281,5.9619,6.1639,-4.48,5.232,-11.664,1.7457,-1.2675,-5.3567,-3.4278,3.5931
1491980050909,p1,9.9958,-0.17797,3.7215,4.5296,5.2849,6.6234,6.7206,-5.4597,5.7171,-9.9819,5.682,-1.358,-12.388,-5.7927,1.4811
1491980050949,p1,11.367,0.21583,4.376,3.8777,8.6496,3.7286,6.1975,-6.7247,4.6311,-10.783,1.898,-0.98743,-11.565,-4.7369,-0.56207
1491980050989,p1,12.851,0.46359,4.2695,3.8638,7.7992,4.5994,6.4019,-6.6654,4.8434,-11.695,2.2974,-0.53358,-8.6781,-3.3109,0.028313
1491980051029,p1,11.552,1.2533,3.8993,3.93,8.5063,5.7281,5.1545,-4.9297,6.9065,-11.741,5.551,-0.40303,-9.9114,7.6633,-0.99368
1491980051069,p1,9.1122,1.4787,2.4127,4.5365,7.8206,5.1625,5.5347,-5.08,7.0664,-9.8872,6.997,7.0743,-13.36,-13.436,1.0124
1491980051109,p1,9.1724,1.435,2.1219,3.507,8.1587,4.9537,5.5484,-3.9684,5.9423,-11.063,-3.9724,0.34862,-10.461,11.962,-3.5757
1491980051149,p1,8.8584,1.1858,2.0806,4.2687,7.97,4.367,6.6636,-4.5551,5.0967,-14.787,-4.7372,-3.3634,-10.284,1.2344,-3.2431
1491980051189,p1,9.3301,0.60004,3.1397,4.5419,7.2028,3.6095,7.0375,-5.3051,5.2987,-13.646,1.6824,-2.4922,-11.597,-0.94565,-1.7699
1491980051229,p1,10.387,0.26612,3.0187,5.1916,7.6392,3.5814,6.6469,-4.7564,5.051,-13.749,-6.307,-3.5659,-10.301,-0.60517,-2.6135
1491980051269,p1,8.9422,0.55849,3.1961,4.6116,7.2231,3.9186,6.342,-5.0993,6.128,-10.31,-5.6628,-3.715,-9.1175,-0.86007,-1.7875
1491980051309,p1,7.1041,0.79776,2.6168,4.526,6.7947,4.2684,6.5819,-4.0748,5.5491,-8.0585,-5.304,-1.3072,-8.9958,0.38751,-2.0136
1491980051349,p1,6.4678,0.62179,3.4463,4.9056,6.2839,4.5989,6.5136,-3.9773,5.4975,-6.5749,-2.7694,0.070189,-9.8577,-0.88411,-0.32865
1491980051389,p1,6.9992,1.0624,3.3264,4.8472,6.414,4.7741,6.5405,-3.921,5.2133,-5.4456,-4.5271,0.079784,-9.6211,-1.941,-1.7093
1491980051429,p1,8.261,1.4092,3.0025,4.3983,7.0435,4.9443,6.2802,-4.4233,5.7462,-5.8455,-3.5021,3.8665,-9.838,-2.1743,-0.92186
1491980051469,p1,9.0965,1.4629,2.7108,4.2495,7.3087,5.2459,6.2168,-4.4476,5.951,-8.0073,0.80001,2.288,-10.009,-4.9543,-2.4186
1491980051509,p1,10.863,2.096,3.8473,3.4872,7.9408,5.3802,5.7087,-5.1835,6.1223,-12.405,8.9712,-1.38,-12.401,-3.3819,-0.32606
1491980051549,p1,12.712,2.4209,4.1021,3.2291,8.8701,5.7255,5.4527,-5.5311,7.0486,-9.8317,6.9567,2.2447,-10.455,-4.2432,-0.11625
1491980051589,p1,12.966,1.2392,4.5887,3.1241,7.9752,5.7985,5.1792,-5.3287,7.2854,-10.371,-3.3008,-1.9709,-12.133,-3.6644,-1.0617
1491980051629,p1,10.624,0.16582,3.5495,3.3698,7.2106,5.5025,5.3968,-5.3964,6.5907,-10.345,13.266,1.1248,-10.563,-5.7806,-0.35376
1491980051669,p1,9.2059,-0.77461,2.6076,3.5373,7.2477,5.8244,5.4945,-5.5866,6.7299,-9.501,-9.4185,-1.3917,-9.8373,-4.1015,3.3901
1491980051709,p1,7.6025,-0.97703,2.7284,5.0412,5.513,5.5779,5.9055,-4.6203,5.6608,-9.8675,-1.3455,-2.8556,-10.024,4.2051,-3.0066
1491980051749,p1,7.736,-0.67774,3.5669,5.1175,5.5252,5.073,6.3582,-5.5005,5.1403,-8.042,0.33317,-0.88536,-16.125,0.94122,-1.311
1491980051789,p1,9.7763,0.63923,3.561,4.3866,7.555,5.4423,6.7411,-6.0206,5.7174,-12.814,-0.70918,-0.012378,-12.336,-1.1308,0.89857
1491980051829,p1,9.8384,0.81917,2.8913,4.3972,6.567,6.2057,6.0715,-4.9226,5.8813,-8.2765,2.0877,-4.6803,-12.299,4.4325,-0.92321
1491980051869,p1,8.1678,0.78622,3.3708,4.5845,5.3984,5.7252,5.126,-4.2017,4.6394,-9.3602,-1.9948,-1.3219,-11.312,4.0602,-2.5806
1491980051909,p1,6.391,0.39812,3.9665,6.3617,5.157,6.9451,6.1111,-4.6972,4.707,-10.091,-1.9099,-0.79656,-9.3616,4.8362,-0.67084
1491980051949,p1,7.035,-0.67298,3.7854,4.8429,7.6212,5.7613,6.6514,-4.338,4.6356,-9.6022,-1.1436,-0.68254,-6.9439,3.8687,-0.62514
1491980051989,p1,7.0008,-0.27065,3.2655,2.5464,5.8073,2.9907,6.7206,-4.9821,4.7994,-10.916,-1.3278,-0.91879,-6.1706,5.0304,-0.6687
1491980052029,p1,8.1566,-0.12417,3.2156,4.4553,6.6923,4.8896,6.6874,-5.56,4.9581,-11.1,2.659,-0.51423,-5.298,-2.0269,-0.000758
1491980052069,p1,10.203,-0.35771,3.7965,3.9411,7.4103,5.3028,6.4683,-6.0263,5.6107,-10.385,5.3803,-1.463,-12.072,-4.9594,1.7965
1491980052109,p1,12.44,-0.24236,3.8068,4.0817,7.7888,5.2228,6.6593,-6.291,5.1244,-11.811,2.0071,0.49992,-11.726,-8.2754,1.2332
1491980052149,p1,12.712,0.74823,3.7556,3.3231,8.0594,5.4381,6.5077,-6.1835,5.3209,-11.661,4.5736,0.17007,-7.0541,-3.1705,-1.7066
1491980052189,p1,11.637,2.5055,1.7596,3.0527,8.665,5.5412,6.4018,-5.642,5.5225,-13.135,9.2179,-0.10463,-13.65,3.7758,4.9977
1491980052229,p1,9.8915,2.1339,1.8708,4.4258,7.7071,5.555,6.915,-4.8617,4.952,-10.328,0.73009,6.0673,-11.846,-3.6053,0.88524
1491980052269,p1,9.5622,1.5385,1.3721,3.5203,8.0975,4.5768,7.1076,-3.6932,5.3208,-14.05,-5.5098,-2.6125,-9.5101,15.517,-2.594
1491980052309,p1,9.7657,0.76394,2.0251,4.1074,7.6726,4.2164,7.2586,-5.0682,5.3715,-13.409,-0.078053,-0.88021,-10.372,3.6332,-5.6133
1491980052349,p1,9.4606,-0.39208,2.7612,5.0406,6.1619,5.2455,6.1195,-4.0806,4.8432,-12.847,-3.5387,-1.2252,-11.743,-3.7788,-0.91355
1491980052389,p1,8.3885,-0.087932,2.949,5.0992,6.7843,4.3983,6.7809,-3.965,6.1078,-10.817,-6.8391,-2.6362,-9.1312,0.067032,-2.0317
1491980052429,p1,7.0619,-0.004007,3.1484,4.958,6.1552,4.1491,6.3707,-3.2728,5.7766,-8.9211,-4.2473,-3.8012,-8.877,-0.30052,-1.9239
1491980052469,p1,6.6777,0.61468,2.9481,4.8894,6.0702,4.6853,7.2647,-4.4421,5.4927,-7.6191,-3.9198,-1.96,-9.3255,0.66021,-2.6608
1491980052509,p1,7.2179,1.2855,2.6805,4.5311,6.4259,5.3068,7.0945,-4.265,4.783,-7.0493,-3.7806,-0.6434,-9.587,0.095156,-0.91897
1491980052549,p1,8.2042,1.8113,2.587,4.7731,5.8337,5.4562,7.3628,-3.9806,3.8776,-6.3841,-4.8917,0.31638,-9.9529,0.83701,-1.1174
1491980052589,p1,9.3095,2.1152,2.1647,4.2648,7.0729,5.867,7.4355,-3.9621,4.1913,-7.227,-1.6222,4.8719,-10.438,-2.0867,-1.6861
1491980052629,p1,9.8221,2.1086,2.7802,3.9945,6.8997,6.0881,7.0698,-4.0803,4.7525,-10.016,4.9774,1.9881,-10.175,-5.5424,-2.7516
1491980052669,p1,11.334,2.3888,3.7931,3.4616,7.7307,6.2004,6.9153,-5.1462,5.177,-11.773,10.443,0.46151,-11.457,-2.9379,-0.40601
1491980052709,p1,12.33,2.009,4.1562,3.2749,7.5547,6.5046,6.4962,-5.4878,5.8953,-9.0798,2.1396,0.089548,-11.668,-4.0795,-0.45748
1491980052749,p1,12.906,0.68798,3.6149,3.4804,7.9364,6.7749,6.7111,-5.9656,6.342,-16.332,0.97333,6.7641,-12.419,-5.4892,-0.033286
1491980052789,p1,10.97,0.29422,2.2251,3.7298,7.265,6.2534,6.4955,-5.292,6.3392,-10.051,-0.77987,-0.21185,-9.7134,-8.2322,-1.0033
1491980052829,p1,8.4642,-0.40272,1.8584,3.9899,6.4041,5.8209,6.2854,-4.1979,4.838,-8.5708,-8.0957,-3.0548,-9.8231,0.48072,2.3496
1491980052869,p1,7.0582,-1.2011,2.4394,4.6153,5.8835,5.1785,6.3528,-5.3207,5.2204,-10.515,0.54586,-3.8984,-12.973,4.8591,-2.4049
1491980052909,p1,8.5874,-0.49764,3.1269,4.5047,6.723,5.0334,6.8583,-6.0566,5.3068,-10.394,-0.68572,0.26126,-14.959,-0.46761,-1.549
1491980052949,p1,10.466,0.77264,2.1498,4.953,6.7073,5.7578,6.8233,-5.2931,4.7968,-10.445,0.097547,-0.6108,-13.209,0.85306,0.78461
1491980052989,p1,9.8402,0.94703,2.3998,5.0962,5.7876,5.4386,6.7445,-4.7341,4.6832,-9.3205,0.84925,-3.5897,-12.424,5.5983,-0.92965
1491980053029,p1,7.2288,0.54352,2.9667,4.4993,6.0363,5.662,6.6426,-4.8936,4.5768,-9.5101,-1.6305,-0.71017,-9.8572,4.7384,-1.9418
1491980053069,p1,6.7346,0.1098,3.1317,5.5127,5.1986,6.4055,6.7979,-4.6228,4.7309,-9.7548,-0.7298,-1.1512,-7.4733,5.5157,-1.0031
1491980053109,p1,7.8217,-0.20176,2.9141,4.7555,5.9986,5.4423,6.593,-4.6611,4.9974,-9.3843,-0.18075,-1.1968,-6.7317,5.7826,-1.4231
1491980053149,p1,8.4016,-0.44376,2.9916,5.11,5.6093,5.7221,6.452,-4.9327,5.1907,-11.18,0.41244,-1.3011,-6.7424,3.6901,-1.0853
1491980053189,p1,8.6539,-0.4769,3.3662,5.1021,5.5931,5.5543,6.4283,-5.209,5.024,-10.907,2.8626,-0.59309,-6.5149,-6.4734,4.4183
1491980053229,p1,9.9999,-0.9775,3.597,4.3428,6.7254,5.5403,5.9908,-5.9795,5.373,-10.321,2.2936,-0.25813,-14.485,-5.0485,0.59776
1491980053269,p1,11.885,-0.82368,3.9554,4.4746,6.8,6.1489,6.2158,-6.6661,5.7795,-10.729,0.21617,-0.55663,-9.3871,-5.8744,-0.72255
1491980053309,p1,12.096,-0.25604,4.2143,4.3258,6.1828,6.4465,5.8771,-6.6204,5.6489,-11.553,0.49923,-0.88855,-7.1704,-2.1991,0.46012
1491980053349,p1,10.877,0.73054,4.4577,3.8815,6.8833,5.9707,5.5861,-6.0657,5.8133,-11.282,4.9347,0.23731,-10.932,7.7136,-3.3412
1491980053389,p1,9.0345,0.81237,2.4973,5.0615,6.5637,5.8695,6.0222,-4.2017,4.9539,-11.062,7.9873,2.0688,-16.418,-16.241,4.1201
1491980053429,p1,9.4263,0.92649,0.94935,3.9118,6.7061,5.5135,5.8712,-4.9002,6.2472,-10.845,-2.2766,1.9343,-6.2665,8.4236,-5.4265
1491980053469,p1,9.5212,0.11914,-0.29446,2.275,3.0095,7.7569,3.6157,-1.8489,7.2301,-1.8764,11.755,2.6325,-0.96304,-10.98,1.2356
1491980053509,p1,9.9159,0.11561,-0.20197,3.6648,3.894,8.2944,4.6996,-2.9224,7.0746,-1.3639,10.902,2.7263,-0.004828,-11.358,1.3031
1491980053549,p1,10.659,-0.24624,-0.12409,4.3238,4.1971,6.798,6.5917,-3.414,6.4981,-0.83952,10.262,1.9272,-0.39357,-10.923,1.3425
1491980053589,p1,10.148,0.26213,-0.25894,6.0686,3.2361,7.9343,7.9782,-2.5879,7.5952,-0.97293,9.7099,1.1298,-0.46775,-10.264,0.91724
1491980053629,p1,11.078,0.6051,1.0335,6.4262,3.5532,9.4835,8.3166,-1.6866,8.9439,-1.1647,9.3035,1.2765,-0.002559,-9.7352,0.79206
1491980053669,p1,10.023,-0.79703,-0.042967,6.4901,2.7302,10.214,7.1164,-1.1424,9.4004,-0.29828,9.1881,0.99388,0.40208,-9.467,0.45598
1491980053709,p1,10.225,-0.54822,0.31827,6.0604,3.0123,10.052,6.9262,-1.5073,10.269,-0.23155,9.2636,0.95012,0.6125,-9.2375,0.78885
1491980053749,p1,9.1751,2.6998,-0.29523,5.7112,3.9307,9.651,5.8274,-3.0219,10.369,-0.4124,9.5035,0.80368,0.56762,-9.3127,0.99706
1491980053789,p1,9.9059,-1.3123,1.2434,6.0285,3.3495,9.0233,6.403,-1.5593,9.6535,-0.29717,9.0078,1.0691,0.75466,-9.1098,0.37325
1491980053829,p1,10.349,-0.37238,-1.306,5.5445,2.9211,8.892,6.5212,-2.0861,9.2904,0.097011,9.3245,1.0467,1.5105,-8.9826,-0.68939
1491980053869,p1,10.137,-0.71421,-0.60854,5.8283,3.0034,8.9039,6.743,-2.0577,9.1148,0.081134,9.014,-0.063698,1.1955,-9.6415,0.17009
1491980053909,p1,9.8867,-0.10368,-0.88249,5.6537,1.6035,9.6109,6.1238,-1.7482,8.902,-0.40606,9.5724,0.4661,1.018,-8.9426,1.3643
1491980053949,p1,10.067,0.19128,-0.90905,5.4756,1.7999,8.6289,5.9706,-2.8284,7.877,-0.22302,8.8382,0.44807,0.19449,-8.8052,1.6047
1491980053989,p1,9.2632,0.16994,-1.3704,5.1153,2.476,7.7233,5.6877,-2.4911,7.4634,-0.62886,9.3835,0.59688,-0.30028,-9.3502,2.1776
1491980054029,p1,9.422,-0.42057,-0.3584,5.5397,2.2506,7.1927,5.7704,-2.1361,6.9769,-1.5459,10.564,0.77225,-1.0973,-11.229,2.3309
1491980054069,p1,9.656,-0.63816,-1.9993,5.9039,2.1998,7.6661,5.5792,-1.7085,7.3773,-0.86792,9.442,0.71206,-0.29405,-9.9694,1.937
1491980054109,p1,10.289,-1.1801,-2.9678,6.1623,1.9015,7.1901,6.1694,-1.7909,6.9696,-0.52552,8.3251,0.91523,0.40436,-8.2051,0.63124
1491980054149,p1,9.7224,-1.3457,-3.0329,6.3937,2.9158,7.0041,6.1704,-2.3907,7.0363,-1.1623,8.7643,1.097,0.19304,-8.8446,0.065657
1491980054189,p1,8.8913,-0.44361,-2.8095,6.594,2.5091,7.8516,6.0732,-1.581,7.9326,-1.8843,9.6917,1.0365,0.003688,-10.009,-0.075149
1491980054229,p1,9.402,-0.15253,-9.9804,6.4723,1.6239,7.4191,6.9814,-1.0947,7.6959,-2.2316,9.3938,1.9902,-0.28743,-9.7404,0.54817
1491980054269,p1,8.9303,-1.4826,-2.3982,6.3069,2.6967,7.18,6.9596,-2.5366,7.5788,-1.937,8.8764,2.2518,-0.44274,-9.0407,1.4439
1491980054309,p1,9.5445,-0.80603,-2.4041,5.9517,2.3625,8.0997,7.0585,-0.97259,8.3966,-1.7754,9.0675,1.5345,-0.623,-9.2936,1.3804
1491980054349,p1,9.2341,-0.86545,-3.6004,5.3151,2.7912,7.7041,6.09,-1.4403,7.9402,-1.5979,9.1384,0.9003,-0.81091,-9.606,1.2419
1491980054389,p1,10.065,-1.4588,-3.2399,5.1675,2.9951,7.6701,5.3793,-2.0832,8.2805,-1.2404,9.3198,0.88478,-0.7207,-9.4949,1.3932
1491980054429,p1,10.078,-1.2264,-2.0894,4.6401,2.7859,7.8215,5.0117,-0.73088,8.0264,-1.3156,9.5285,1.1381,-0.4506,-9.3776,1.667
1491980054469,p1,9.9885,-1.0646,-1.6116,4.3691,2.904,7.468,4.4252,-1.0675,7.8767,-1.2103,9.4311,1.2079,-0.20339,-9.3262,1.5966
1491980054509,p1,9.5176,-1.122,-1.1232,4.09,2.6443,8.5125,4.2936,-0.15588,8.871,-0.83408,8.9818,1.396,0.20858,-9.2829,1.4991
1491980054549,p1,10.165,-0.98143,-0.528,3.9823,2.1316,8.7573,3.8169,-0.71687,8.92,-0.63937,9.0486,1.7675,0.47898,-8.9412,1.6838
1491980054589,p1,10.093,-0.49169,-0.5925,4.0484,2.6582,9.1441,3.8196,-0.79439,8.8236,-0.73042,9.4,1.9453,0.56808,-9.3897,1.6468
1491980054629,p1,10.046,-0.55312,0.048317,3.9011,2.2081,9.9479,4.4449,-0.70934,9.6604,-0.31858,9.1546,1.8338,0.50751,-9.5899,1.3091
1491980054669,p1,10.122,-0.36072,-0.054301,3.0858,2.5451,9.4876,3.7509,-0.72189,9.1758,-0.32841,9.3816,1.3232,0.6122,-9.5522,1.042
1491980054709,p1,9.688,-0.22775,0.91309,3.1923,2.1974,10.182,3.9421,-0.17,9.5554,-0.67339,9.5462,1.091,0.62697,-9.4913,0.69876
1491980054749,p1,9.105,-0.078934,1.9242,2.3347,2.5425,9.5438,2.4259,0.13841,9.7177,-0.74732,9.3068,0.87969,0.45449,-9.4972,0.48666
